node_id,degree_centrality,betweenness_centrality,closeness_centrality,local_clustering_coefficient
135,0.00330033,0.013579935,0.22008232,0.098484848
136,0.00180018,0.0070440021,0.2003366,0.15686275
137,0.00430043,0.019809235,0.22659596,0.07641196
138,0.00140014,0.002634253,0.20206531,0.16483516
139,0.00230023,0.007188756,0.21600778,0.13043478
140,0.00280028,0.0078272491,0.22268496,0.11904762
141,0.00170017,0.0018865342,0.2082908,0.17647059
142,0.00220022,0.0029925346,0.2137589,0.16017316
143,0.00360036,0.026144135,0.22805337,0.09047619
144,0.00120012,0.0017756907,0.21129707,0.25757576
145,0.00320032,0.0089258864,0.21065605,0.10685484
146,0.00290029,0.0035485484,0.20056163,0.12807882
147,0.00210021,0.0023589184,0.17427451,0.14761905
148,0.00120012,0.0009459752,0.18751055,0.25757576
149,0.00160016,0.00060840973,0.18433715,0.21666667
150,0.00190019,0.0061425786,0.1978707,0.14619883
151,0.0059005901,0.022613561,0.20634364,0.056107539
152,0.00310031,0.011615221,0.18873516,0.11397849
153,0.00290029,0.0074262044,0.1917648,0.1182266
154,0.0030003,0.007480422,0.2027249,0.087356322
155,0.00380038,0.011491155,0.19917533,0.082503556
156,0.00230023,0.0032825104,0.18828381,0.11462451
157,0.00310031,0.0071530494,0.20003201,0.098924731
158,0.00280028,0.0039339279,0.19673002,0.12433862
159,0.00140014,0.0064952712,0.20768512,0.21978022
160,0.00090009001,0.00056820393,0.20055761,0.38888889
161,0.00080008001,0.00093162113,0.19060236,0.39285714
162,0.00190019,0.0025481193,0.1772401,0.19298246
163,0.00150015,0.0024633763,0.18681688,0.25714286
164,0.00250025,0.0039769697,0.20472135,0.14666667
165,0.00150015,0.010017829,0.21703929,0.22857143
166,0.00360036,0.0067457912,0.20173917,0.096825397
167,0.00180018,0.0040008055,0.2028812,0.20915033
168,0.00110011,0.0014583226,0.19966852,0.30909091
169,0.00120012,0.0011128697,0.18609023,0.24242424
170,0.00170017,0.0045832679,0.18931405,0.13970588
171,0.00220022,0.0032410147,0.18365997,0.15151515
172,0.00350035,0.0044046258,0.1988703,0.10084034
173,0.00230023,0.0027201566,0.18212451,0.13043478
174,0.00220022,0.0049328569,0.1848039,0.14285714
175,0.00140014,0.0047776197,0.19407997,0.26373626
176,0.00340034,0.015887765,0.2245856,0.08912656
177,0.00120012,0.00047454409,0.19652123,0.31818182
178,0.00150015,0.0014928991,0.18341741,0.21904762
179,0.00390039,0.0090354608,0.18992896,0.086369771
180,0.00140014,0.0023498814,0.20636919,0.23076923
181,0.00170017,0.0010193246,0.18535202,0.19852941
182,0.00120012,0.00052004374,0.18540701,0.31818182
183,0.00350035,0.019215695,0.2261859,0.090756303
184,0.00290029,0.0036109215,0.17909405,0.11330049
185,0.00140014,0.0014019336,0.19089712,0.24175824
186,0.00280028,0.0080612115,0.20057772,0.12698413
187,0.00180018,0.0015886529,0.21353978,0.17647059
188,0.00280028,0.0047728928,0.18498511,0.13227513
189,0.00220022,0.0026350263,0.17605733,0.16017316
190,0.00150015,0.00098570332,0.18930329,0.23809524
191,0.00110011,0.00079108209,0.18175043,0.27272727
192,0.00210021,0.0045988696,0.2027249,0.15238095
193,0.00330033,0.0088355041,0.19406867,0.098484848
194,0.0020002,0.010612764,0.23257815,0.16315789
195,0.00220022,0.0021829397,0.18386599,0.16883117
196,0.00060006001,0.00015483821,0.18914215,0.4
197,0.0030003,0.0061438594,0.17011756,0.11264368
198,0.00230023,0.0021633566,0.18458556,0.16205534
199,0.00270027,0.0049704648,0.19909998,0.13390313
200,0.0010001,0.00045692199,0.20041691,0.37777778
201,0.00330033,0.0089868969,0.18450382,0.09469697
202,0.00180018,0.0020564411,0.18060146,0.21568627
203,0.00190019,0.004462019,0.19902072,0.15789474
204,0.00090009001,0.00070597561,0.21125689,0.36111111
205,0.00370037,0.0091574692,0.17216206,0.081081081
206,0.00290029,0.0084175723,0.1969897,0.098522167
207,0.00070007001,3.4593878e-06,0.18543108,0.42857143
208,0.00190019,0.0021140132,0.18665298,0.16959064
209,0.00160016,0.0012032557,0.18942164,0.20833333
210,0.00230023,0.003707404,0.20145465,0.14229249
211,0.00150015,0.002170257,0.18767949,0.15238095
212,0.00150015,0.0036151035,0.22185489,0.2
213,0.00170017,0.0021027976,0.21134173,0.19117647
214,0.00240024,0.0027150405,0.19312782,0.12681159
215,0.00040004,8.9049848e-05,0.17615038,0.66666667
216,0.00210021,0.0032363834,0.1792578,0.13809524
217,0.00370037,0.010142101,0.20136945,0.088588589
218,0.00050005001,0.00016025598,0.20006803,0.7
219,0.00160016,0.0020149543,0.18594834,0.2
220,0.00190019,0.0026038842,0.19001197,0.16959064
221,0.00160016,0.0045376787,0.21024854,0.225
222,0.00040004,0.0022788497,0.20957431,0.5
223,0.00260026,0.0035707084,0.21044767,0.13846154
224,0.00230023,0.0039802492,0.19001919,0.15019763
225,0.00460046,0.004909264,0.19617422,0.070531401
226,0.00140014,0.001688722,0.2073019,0.18681319
227,0.00050005001,2.9760168e-05,0.18075491,0.7
228,0.00180018,0.0014731696,0.19960076,0.20261438
229,0.00280028,0.01185463,0.1830045,0.11904762
230,0.00130013,0.00037943388,0.16485582,0.20512821
231,0.00070007001,0.00049581771,0.17433832,0.47619048
232,0.00070007001,0.00015355988,0.20572381,0.47619048
233,0.00260026,0.0042773003,0.18598293,0.13846154
234,0.00220022,0.002999789,0.18592414,0.16450216
235,0.0020002,0.0012310639,0.16831067,0.15263158
236,0.00150015,0.002392438,0.19756575,0.21904762
237,0.00250025,0.0029076788,0.17287942,0.13
238,0.00170017,0.0010648513,0.1714271,0.16911765
239,0.00230023,0.0042278742,0.18235037,0.16600791
240,0.00190019,0.0024475743,0.1835184,0.19298246
241,0.00140014,0.019226593,0.22545151,0.21978022
242,0.00180018,0.0018253552,0.17648305,0.16339869
243,0.00070007001,0.0059692555,0.21970513,0.42857143
244,0.00110011,0.0048375235,0.22353125,0.32727273
245,0.00070007001,0.00043748605,0.21163248,0.47619048
246,0.00160016,0.0018915018,0.16941428,0.21666667
247,0.00210021,0.0037694156,0.20859932,0.17619048
248,0.00160016,0.0028771776,0.1853108,0.2
249,0.00160016,0.0020328497,0.22228397,0.20833333
250,0.00130013,0.0027464331,0.19552974,0.25641026
251,0.0010001,0.00093065801,0.19789028,0.31111111
252,0.00180018,0.00091766256,0.17547955,0.19607843
253,0.00220022,0.0030568889,0.19698582,0.14285714
254,0.00340034,0.005972974,0.17721497,0.098039216
255,0.00070007001,0.00034225114,0.19075145,0.42857143
256,0.00160016,0.0011652733,0.18042874,0.20833333
257,0.00280028,0.0035762375,0.19655599,0.11375661
258,0.00220022,0.0049058818,0.20882586,0.16883117
259,0.00120012,0.00081946948,0.20134917,0.24242424
260,0.00480048,0.0089551232,0.18866038,0.068262411
261,0.00180018,0.0039820301,0.16968165,0.20261438
262,0.00350035,0.0044585131,0.17702045,0.10084034
263,0.00110011,0.0026988382,0.1912074,0.21818182
264,0.00280028,0.0061645925,0.17041329,0.13227513
265,0.00140014,0.0014403239,0.17626838,0.25274725
266,0.00210021,0.0070649988,0.22213583,0.13809524
267,0.00150015,0.0010598845,0.18915647,0.20952381
268,0.00090009001,0.0012975693,0.20824742,0.30555556
269,0.00110011,0.001767741,0.21412969,0.32727273
270,0.0010001,0.00018702825,0.18817397,0.37777778
271,0.00180018,0.0013992323,0.16934255,0.20915033
272,0.00230023,0.0023513774,0.17148296,0.13833992
273,0.00120012,0.00086006714,0.20328955,0.31818182
274,0.0020002,0.0042556392,0.19551445,0.16315789
275,0.0010001,0.00066813232,0.17557198,0.26666667
276,0.00170017,0.0010645606,0.17515678,0.19852941
277,0.00110011,0.0009205902,0.17290932,0.25454545
278,0.00270027,0.0044792565,0.16724651,0.13390313
279,0.00180018,0.0021106974,0.17378081,0.19607843
280,0.00240024,0.0021521428,0.17783271,0.15942029
281,0.00280028,0.003355953,0.18077125,0.12962963
282,0.00170017,0.002148008,0.18970195,0.18382353
283,0.00070007001,0.00062843032,0.18523184,0.47619048
284,0.00120012,0.00080987602,0.16562862,0.25757576
285,0.00260026,0.0065526139,0.19579776,0.12615385
286,0.00110011,0.00057420537,0.19010951,0.21818182
287,0.00180018,0.003305349,0.20808274,0.18954248
288,0.0010001,0.00055427883,0.19612805,0.35555556
289,0.00040004,1.0312442e-06,0.17293324,0.83333333
290,0.0020002,0.001513802,0.18594834,0.16842105
291,0.00130013,0.0013337969,0.1917648,0.21794872
292,0.00160016,0.00085974615,0.18672269,0.21666667
293,0.00070007001,0.00024521601,0.1880784,0.42857143
294,0.00210021,0.0015088013,0.18699157,0.16190476
295,0.00130013,0.0019277163,0.18713505,0.19230769
296,0.00180018,0.001582645,0.19595892,0.16339869
297,0.00430043,0.008782837,0.18679594,0.080841639
298,0.00170017,0.0026762728,0.22054834,0.19852941
299,0.00180018,0.004533805,0.19734739,0.17647059
300,0.00180018,0.0023477136,0.19429871,0.18954248
301,0.00150015,0.0011963272,0.16797702,0.25714286
302,0.00250025,0.0059433,0.19296756,0.11
303,0.00070007001,6.9307296e-05,0.17917428,0.47619048
304,0.0020002,0.00286144,0.19745651,0.15789474
305,0.0010001,0.00049846234,0.20323171,0.35555556
306,0.00140014,0.0037903739,0.1786812,0.24175824
307,0.00110011,0.00028573144,0.21040781,0.30909091
308,0.00120012,0.0005466315,0.16884213,0.1969697
309,0.00140014,0.0012011255,0.16569724,0.24175824
310,0.00090009001,0.00052984708,0.18497826,0.36111111
311,0.0010001,0.00094583783,0.19735128,0.31111111
312,0.00180018,0.0035529164,0.1953006,0.17647059
313,0.00060006001,0.00030984649,0.17689205,0.6
314,0.00150015,0.0023108561,0.18892059,0.2
315,0.00150015,0.0018853837,0.19773374,0.19047619
316,0.00070007001,0.00068746035,0.17639276,0.33333333
317,0.00160016,0.0020500685,0.19001197,0.16666667
318,0.00280028,0.0051138002,0.2001321,0.10582011
319,0.00260026,0.0028496899,0.18530049,0.12923077
320,0.0020002,0.0087747873,0.22949804,0.15263158
321,0.00050005001,0.00020070209,0.20821707,0.6
322,0.00190019,0.0034800333,0.19613189,0.18128655
323,0.00170017,0.0047013639,0.2087779,0.19117647
324,0.00080008001,4.928084e-05,0.18358916,0.42857143
325,0.00230023,0.0046918682,0.20690297,0.13043478
326,0.00090009001,0.00064396465,0.23247001,0.33333333
327,0.00170017,0.0028478001,0.20305424,0.17647059
328,0.00160016,0.0012734523,0.18887776,0.19166667
329,0.00270027,0.0049448031,0.22046567,0.13105413
330,0.00110011,0.00093257113,0.21119888,0.25454545
331,0.00140014,0.0014823684,0.18679943,0.26373626
332,0.00220022,0.0024852487,0.18449701,0.14718615
333,0.00130013,0.00079192458,0.20987784,0.26923077
334,0.00160016,0.0018282278,0.18309163,0.225
335,0.00080008001,0.00040243954,0.17170971,0.42857143
336,0.00210021,0.0017095341,0.16428161,0.15238095
337,0.00270027,0.0026892955,0.18670526,0.12820513
338,0.00220022,0.0064503315,0.18060473,0.15151515
339,0.00150015,0.001259307,0.17472216,0.22857143
340,0.00150015,0.002712002,0.22250656,0.23809524
341,0.00180018,0.0035748864,0.20707008,0.18954248
342,0.00310031,0.0043193068,0.18851099,0.10967742
343,0.00090009001,0.00083483775,0.19112334,0.33333333
344,0.00380038,0.0061989865,0.17903312,0.081081081
345,0.00330033,0.004175209,0.18527646,0.090909091
346,0.00110011,0.00077972905,0.18255345,0.32727273
347,0.00370037,0.011821061,0.22360123,0.096096096
348,0.00090009001,0.00023075545,0.21066936,0.38888889
349,0.00220022,0.0025629605,0.17415916,0.13852814
350,0.00140014,0.001981972,0.19948528,0.1978022
351,0.00150015,0.0010494779,0.19074781,0.21904762
352,0.00080008001,0.0010995091,0.19619732,0.32142857
353,0.00060006001,6.3001379e-05,0.2095831,0.46666667
354,0.00120012,0.0018351387,0.20037675,0.21212121
355,0.00180018,0.0012610948,0.17563675,0.18954248
356,0.00210021,0.0028450127,0.18588957,0.18095238
357,0.00330033,0.007657337,0.20982939,0.11363636
358,0.0030003,0.0054538732,0.18058515,0.11034483
359,0.0020002,0.0073307972,0.19816088,0.14210526
360,0.00070007001,0.00010824478,0.17550727,0.52380952
361,0.00080008001,0.00085500986,0.18630867,0.32142857
362,0.00230023,0.0057015073,0.18828026,0.15019763
363,0.0020002,0.0013404347,0.18863546,0.18947368
364,0.00040004,7.5189913e-05,0.19656372,0.83333333
365,0.00290029,0.0035172422,0.18954372,0.10837438
366,0.0010001,0.0017237392,0.19819623,0.24444444
367,0.00060006001,0.00027966739,0.18179669,0.4
368,0.0010001,0.0011122067,0.19698193,0.33333333
369,0.00330033,0.0065735804,0.18973075,0.089015152
370,0.00080008001,0.00030356439,0.16541217,0.35714286
371,0.0010001,0.00045010287,0.16827384,0.28888889
372,0.00090009001,0.00054331656,0.18931405,0.30555556
373,0.00130013,0.00093642823,0.20409038,0.29487179
374,0.00110011,0.0012590854,0.19801568,0.29090909
375,0.00080008001,0.00094133315,0.15857585,0.39285714
376,0.00110011,0.00056696049,0.16556829,0.30909091
377,0.00190019,0.0024160951,0.18803596,0.16959064
378,0.00150015,0.0019201078,0.19383542,0.22857143
379,0.00130013,0.0006427524,0.18702654,0.24358974
380,0.00290029,0.0030498574,0.19599349,0.12315271
381,0.0010001,0.0010354501,0.17552575,0.33333333
382,0.00180018,0.0040666148,0.22339641,0.16993464
383,0.0020002,0.0024950748,0.19247724,0.17894737
384,0.00170017,0.00047898176,0.16200846,0.17647059
385,0.00090009001,0.0001562568,0.1615269,0.41666667
386,0.00110011,0.00036537258,0.18413008,0.32727273
387,0.00080008001,0.0013708085,0.2008517,0.25
388,0.00080008001,0.00054435054,0.20414872,0.39285714
389,0.00110011,0.00013776251,0.16523176,0.27272727
390,0.00270027,0.0090672669,0.19785895,0.12250712
391,0.00150015,0.0014910239,0.18760554,0.22857143
392,0.00190019,0.0027612246,0.17553808,0.18128655
393,0.00190019,0.0017938572,0.19485531,0.15789474
394,0.00080008001,0.0002274265,0.19023973,0.42857143
395,0.00260026,0.0028337457,0.18220416,0.12923077
396,0.00120012,0.0005922194,0.21446956,0.31818182
397,0.0010001,0.00059774155,0.16344645,0.31111111
398,0.00140014,0.00074694896,0.18800414,0.21978022
399,0.00130013,0.0010818628,0.16222925,0.26923077
400,0.00120012,0.00081670999,0.19064597,0.31818182
401,0.00060006001,0.00016585527,0.18615259,0.4
402,0.00070007001,0.0015531756,0.22137844,0.42857143
403,0.00160016,0.0015124447,0.18403858,0.2
404,0.00110011,0.00028022203,0.17419254,0.29090909
405,0.00120012,0.00042727674,0.17480158,0.27272727
406,0.00130013,0.00079996745,0.1745148,0.29487179
407,0.00180018,0.0018857832,0.20436151,0.18300654
408,0.00170017,0.0010730964,0.17977346,0.19852941
409,0.00130013,0.00097153505,0.2098426,0.26923077
410,0.00150015,0.0014741296,0.20442,0.22857143
411,0.0020002,0.0023395636,0.18628784,0.18421053
412,0.00470047,0.012201275,0.21109188,0.07400555
413,0.00090009001,0.00036470873,0.18443235,0.36111111
414,0.00130013,0.0026920251,0.19547623,0.24358974
415,0.00090009001,0.00056274726,0.20180024,0.33333333
416,0.00220022,0.0017357604,0.18287731,0.16883117
417,0.00250025,0.004253095,0.18390318,0.13333333
418,0.00080008001,6.6698104e-05,0.18568245,0.46428571
419,0.0010001,9.5281423e-05,0.17946049,0.37777778
420,0.00050005001,9.1768142e-05,0.18616992,0.5
421,0.00190019,0.0011426242,0.17308591,0.19883041
422,0.00140014,0.0010097767,0.19344541,0.18681319
423,0.00160016,0.0021492355,0.19193781,0.20833333
424,0.00210021,0.0028928961,0.22180076,0.16666667
425,0.00160016,0.0023782158,0.16228191,0.225
426,0.00210021,0.0051948248,0.18849322,0.14285714
427,0.00150015,0.00085434319,0.17217391,0.22857143
428,0.00030003,0,0.17318784,1
429,0.00210021,0.0018083144,0.17927708,0.16190476
430,0.00150015,0.0026503425,0.20141001,0.24761905
431,0.00230023,0.0027106889,0.17386844,0.16600791
432,0.00210021,0.00079354962,0.21083817,0.17142857
433,0.00120012,0.0015548444,0.18616992,0.3030303
434,0.00150015,0.0010203227,0.16414137,0.19047619
435,0.00050005001,0.0002876523,0.1799838,0.5
436,0.00210021,0.018839361,0.2227693,0.15714286
437,0.00160016,0.0029791936,0.20281536,0.175
438,0.00170017,0.0012922443,0.18522155,0.19852941
439,0.00070007001,2.0306058e-05,0.15950167,0.42857143
440,0.00190019,0.0027247016,0.18609369,0.1871345
441,0.00140014,0.0010779234,0.17494839,0.25274725
442,0.00150015,0.0065191278,0.22240263,0.19047619
443,0.00170017,0.0012807704,0.17186023,0.22058824
444,0.00070007001,0.0013767896,0.17253339,0.38095238
445,0.00110011,0.0020063098,0.1815821,0.25454545
446,0.00120012,0.00089342475,0.21464912,0.27272727
447,0.00110011,0.0008789626,0.18369372,0.32727273
448,0.00130013,0.00060705597,0.19372651,0.25641026
449,0.00140014,0.00087458985,0.18581012,0.24175824
450,0.00120012,0.00071492911,0.16965573,0.25757576
451,0.00130013,0.00098201164,0.18473903,0.23076923
452,0.00180018,0.0013884257,0.18430317,0.17647059
453,0.00130013,0.00098526078,0.20325649,0.21794872
454,0.00050005001,1.3015782e-05,0.19081697,0.7
455,0.00110011,0.0027074794,0.19236615,0.25454545
456,0.00060006001,0.00010090256,0.18620805,0.46666667
457,0.00030003,4.4472131e-06,0.17486884,0.66666667
458,0.0030003,0.0032988186,0.19049343,0.11494253
459,0.00150015,0.002094842,0.18154584,0.24761905
460,0.00080008001,0.00048152378,0.21648011,0.42857143
461,0.0020002,0.002059347,0.18319562,0.18421053
462,0.00110011,0.0012686349,0.220155,0.30909091
463,0.00090009001,0.0023800488,0.22419283,0.33333333
464,0.00160016,0.00085067341,0.2037992,0.24166667
465,0.00170017,0.0011664374,0.17297512,0.17647059
466,0.00160016,0.0015114214,0.18225066,0.225
467,0.00110011,0.00028100728,0.15816197,0.30909091
468,0.00090009001,0.0013771226,0.18021412,0.38888889
469,0.00070007001,0.00039132383,0.21068268,0.38095238
470,0.00170017,0.0021824247,0.19201152,0.19852941
471,0.00180018,0.0020343433,0.16686414,0.17647059
472,0.00220022,0.0019371671,0.16381598,0.16883117
473,0.00060006001,0.00018649651,0.20879534,0.53333333
474,0.00070007001,7.8392881e-05,0.19449523,0.47619048
475,0.00230023,0.0040624688,0.1969509,0.13833992
476,0.00040004,3.2164316e-05,0.17434744,0.66666667
477,0.00090009001,0.00053084775,0.17627149,0.30555556
478,0.00140014,0.00139856,0.19976026,0.26373626
479,0.00080008001,0.00054464744,0.20804378,0.39285714
480,0.00030003,0,0.18284722,1
481,0.00190019,0.0012325698,0.1809741,0.19883041
482,0.0010001,0.0014408466,0.22140785,0.35555556
483,0.00150015,0.0021722295,0.17712707,0.20952381
484,0.00170017,0.0018028544,0.18988207,0.15441176
485,0.00170017,0.002362967,0.17587772,0.14705882
486,0.0010001,0.0010050998,0.16787831,0.31111111
487,0.00130013,0.00024214288,0.18485857,0.28205128
488,0.00160016,0.0017927759,0.16474988,0.15833333
489,0.00090009001,0.0010831314,0.18980278,0.33333333
490,0.0010001,0.0013380586,0.1817141,0.31111111
491,0.00050005001,0.0029891963,0.22964562,0.6
492,0.00040004,8.4789731e-06,0.17579114,0.66666667
493,0.0020002,0.0038099237,0.18927104,0.16842105
494,0.00150015,0.00070141541,0.17342514,0.21904762
495,0.00080008001,0.00031526034,0.20874303,0.35714286
496,0.00120012,0.00032673098,0.20800483,0.28787879
497,0.00120012,0.00063995793,0.18730682,0.24242424
498,0.00160016,0.0011257137,0.18189591,0.175
499,0.00110011,0.00051846062,0.18494405,0.34545455
500,0.00090009001,0.00013852567,0.20793994,0.38888889
501,0.00160016,0.0011751608,0.16891344,0.175
502,0.00140014,0.0017354788,0.17365103,0.23076923
503,0.0010001,0.00070173444,0.18253012,0.31111111
504,0.00410041,0.011574685,0.18738053,0.081707317
505,0.00180018,0.00074057371,0.16419258,0.16993464
506,0.00080008001,0.00089966301,0.21096272,0.42857143
507,0.00090009001,0.0031366461,0.21227497,0.22222222
508,0.0010001,0.00067845148,0.18792993,0.33333333
509,0.00070007001,0.0002084922,0.18816334,0.52380952
510,0.00130013,0.0013349126,0.18199192,0.25641026
511,0.00070007001,0.00011181017,0.20081539,0.47619048
512,0.0010001,0.00033775857,0.1826902,0.28888889
513,0.00210021,0.002773932,0.1863955,0.14761905
514,0.00060006001,2.3937189e-05,0.17545799,0.53333333
515,0.00120012,0.0013890336,0.17084131,0.31818182
516,0.00150015,0.0010296068,0.17724952,0.22857143
517,0.00110011,0.00029601195,0.20883895,0.30909091
